uid,username,banned
19897,Rikkusu,0
19898,307751934,1
19899,Comb,1
19900,DanAdamKOF,1
19901,realakkuma,0
19902,Pha,1
19903,Usagi,0
19904,meesh,1
19905,Raspberry,1
19906,Claire,0
19907,Darkful,0
19908,SuperToxic,0
19909,inkk,1
19910,staccato,0
19911,Sapienoid,0
19912,Inferno9000,1
19913,zxps97,0
19914,Julie,0
19915,Gasolina,0
19916,awesomusprime,0
19917,Flippy,0
19918,MagnifiedX,0
19919,gam3r,1
19920,Isorethan,1
19921,Sorenplays,1
19922,Shillelagh,0
19923,Kanri,0
19924,dairydude,0
19925,theworstdj,0
19926,satsuki_n,0
19927,Dansk90,1
19928,c0mpl3x1ty,1
19929,Yaazuo,0
19930,Alheak,0
19931,Justice,0
19932,Swordslinger,1
19933,Mika,1
19934,N,0
19935,MrScootPie,1
19936,lumiere,1
19937,lmbase,1
19938,I_Love_This_Show,0
19939,PUFFJIGGS,1
19940,kriers,1
19941,encyclopedia,0
19942,kuroneko_dungeon1125,0
19943,lokal0,1
19944,toygoon,0
19945,6RGiMjsHUn,0
19946,soto32,0
19947,taro24,1
19948,Harke,0
19949,ArcticFqx,0
19950,Joao_Jotao,1
19951,iBeast,1
19952,danooct1,0
19953,Zorasoar,1
19954,aesu,0
19955,k4rgo,0
19956,SageRhapsody,1
19957,zeioIIDX,0
19958,cloclo150,1
19959,akitl,0
19960,Phicious,0
19961,86boy,1
19962,redwarpedsquare,0
19963,ionian251,0
19964,Silva,0
19965,Maimai,1
19966,TristanX,1
19967,McPluto,1
19968,zxcv987585,0
19969,coporine,0
19970,quietstorm,1
19971,kotoribox,1
19972,bemeramau,1
19973,Edcuth,1
19974,Dale2e1,0
19975,petvader99,1
19976,Di4bl0,0
19977,Koshigaya,1
19978,JinSekai,0
19979,Desperado,0
19980,shoutrvb,0
19981,Ninjafar,1
19982,norcalneet,0
19983,Charlesvain,1
19984,Destiny,1
19985,hackey,0
19986,astral1,1
19987,GigAP,1
19988,Error404,1
19989,cluetron3000,1
19990,Kobold,0
19991,daxing,0
19992,Pengeeuin,1
19993,789502570,1
19994,toryo,1
19995,DaisukeSeichiro,1
19996,VitaoDoidao,1
19997,lxdlam,0
19998,yesitzgarrett,1
19999,directhit,1
20000,blueyes001,1
20001,kazuxcore,0
20002,Arokh,0
20003,ftmmdaisuki,0
20004,benothebeno,1
20005,cpukun,0
20006,RuriGokou-,1
20007,whatduquangdu,1
20008,Tizio,0
20009,akatsukiarrival,1
20010,bloxotic,1
20011,Talaan,1
20012,Saturn,1
20013,TheBurningFox,0
20014,kairos_g,0
20015,EmphaticFrenzy,0
20016,iamdjscottyC,1
20017,Futabot,1
20018,Rekens,1
20019,Telep,0
20020,SlipperyKeys,1
20021,xkyouP,0
20022,birdrat,0
20023,porkcube,1
20024,polyurethane,0
20025,xeniera,1
20026,Shoghi,0
20027,ukifune,1
20028,Rapunzelgrl30,1
20029,bloodyclock,1
20030,Boomy,0
20031,vox32,1
20032,Norudon2000,0
20033,Fein,1
20034,bota_nik,1
20035,albertoonezio,0
20036,skyrayn,1
20037,Zepherino,0
20038,super3dcow,1
20039,Rockman1811,0
20040,banandana,0
20041,seki13,0
20042,Novakona,0
20043,andylon12,0
20044,gurin,1
20045,-iKa-,1
20046,drunkyokai,1
20047,natetherobot,0
20048,Waffleicious,0
20049,silvia,0
20050,draculea,1
20051,yesimnathan,0
20052,Wartender,1
20053,Etr2k3,1
20054,PhalanxII,1
20055,gzbemani,1
20056,bewaredrev,0
20057,r0ut1ne,1
20058,Sento-,0
20059,Danieru_452,1
20060,Hamtaro59,0
20061,Huvgot,1
20062,Kaethela,0
20063,bigfooter,0
20064,lucky777,0
20065,DaiKunTehFoxeh,0
20066,wavedash,1
20067,Rainy☆,0
20068,ToxicNat,1
20069,Soaringpanda,1
20070,mokonyanko,0
20071,isstigma,0
20072,danimi,1
20073,Reia,0
20074,Narukami13,0
20075,FrostyWinter,0
20076,nootnoot420,1
20077,Kinshara,1
20078,707070,1
20079,norezmape,0
20080,Calmingscythe,1
20081,NAOIIDX,0
20082,Loto,1
20083,makigero,1
20084,Salmon,0
20085,Tojo,1
20086,polygonagon,0
20087,apple2dx,0
20088,Blueicezz,1
20089,Or1g1n,0
20090,chencat,0
20091,sakura,0
20092,Mari,1
20093,sandsky0,0
20094,Importaku,1
20095,omega-xis,0
20096,Unds,0
20097,Sahyuk,0
20098,derenai,1
20099,mirael,0
20100,wristwatch,1
20101,Rumeihana,1
20102,Chromiums,1
20103,EvergreenIIDX,0
20104,Hovardo,1
20105,andrixbooom,1
20106,Wrecks,0
20107,Barhunga,1
20108,Greene,0
20109,Kwang,0
20110,arotora,0
20111,Attakin,1
20112,VoLo,0
20113,HEYSUEZO,1
20114,Vorota,1
20115,ieatdogz,1
20116,SayurLodeh2000,0
20117,Lytessill,0
20118,gitaroo,0
20119,Molkovsky,0
20120,Cyberm4d,0
20121,Zenji,1
20122,caKuma,1
20123,inaruru,1
20124,MeLD_,0
20125,Azathoth,0
20126,VictoryPointe,1
20127,AlaskanSnowCat,0
20128,pinballzealot,1
20129,SeraphX,0
20130,mushurumu64,1
20131,Gunpey,0
20132,derpta,0
20133,mikotohe,0
20134,MisterMp379,0
20135,raduniculae,0
20136,CATHERINE,1
20137,XYKO,0
20138,araben99,1
20139,dkmoney,1
20140,ShockedTorso,1
20141,betamax,1
20142,shanachanmoe,0
20143,kaeshi,0
20144,TPBveteran,0
20145,UnusualSquidman,0
20146,cirlove,0
20147,Pustules,1
20148,LiQuiDz,1
20149,mynameisru,0
20150,Yutsu,1
20151,Chocio,1
20152,Skycell,1
20153,poisonxxl,0
20154,vampireweekdays,1
20155,Skkitzzo316,1
20156,Guren302,1
20157,ChickenWings,1
20158,Tails,0
20159,aPot,1
20160,Hamtaro59,0
20161,Everdred,0
20162,Dollscythe,0
20163,Fido,1
20164,Fishy,1
20165,beatbrad,0
20166,tonic,0
20167,tfkmaster,1
20168,Cyantext,1
20169,Meron,1
20170,nyan_jen,1
20171,Sha007,0
20172,SobaCha,1
20173,temeyun,1
20174,Detolf,1
20175,MrJc,0
20176,cinnablackwood,1
20177,notify,1
20178,Wax_,1
20179,Dokonegon,1
20180,arol,0
20181,ReijiKyosuke,0
20182,DanAdamKOF,0
20183,Wovao,0
20184,littlesagara,1
20185,saika_cat,0
20186,Tapper9,0
20187,cloudguile,1
20188,D3DContext,1
20189,Malthiss,1
20190,tenten1987,1
20191,Kazelone,0
20192,ToxynJ,1
20193,Polo001,1
20194,Quanteck,0
20195,Asanate,0
20196,starlight,0
20197,wilbus,1
20198,popnguy85,1
20199,Valentyno,1
20200,obsessyon,1
20201,elfbutt,0
20202,trivyk,1
20203,goro900,1
20204,phillai,0
20205,4905ab,1
20206,I-19,1
20207,bemanifreak32,1
20208,Mute,0
20209,kayso,0
20210,slizzee,0
20211,Dirge,0
20212,Poised,0
20213,kayzero,0
20214,StCamus,1
20215,Pipolol,1
20216,Kri235,1
20217,RoFAIL,1
20218,UmbrellaWizard,1
20219,Calister,0
20220,Polyonymous,0
20221,jimathy,0
20222,Moldy,0
20223,femmefatale,1
20224,allsystemsbakkoi,0
20225,Onis,1
20226,Weerty,1
20227,Slowbert,1
20228,Meankun,0
20229,λ,1
20230,GeeDee,0
20231,pochi,1
20232,minziee,0
20233,G-type,0
20234,mmi,0
20235,WhiteCharisma,0
20236,genkisquad,1
20237,nyari,0
20238,Whealy,1
20239,mono108,0
20240,Tellack,0
20241,Bloodygears,1
20242,FistyMcButtpunch,1
20243,Blacksnow,1
20244,Plateau,0
20245,Waves,0
20246,Xero,0
20247,Hata-tan,1
20248,Rock,1
20249,D-Sync,1
20250,tastystew,1
20251,Punski,0
20252,LLoyd-chan,1
20253,Fenrirthviti,1
20254,Vista,0
20255,skystar,1
20256,petiskacang,0
20257,butterflystep,0
20258,cheapshot,1
20259,debu,0
20260,ViC,0
20261,Kyuufluff,1
20262,Tenyante,1
20263,qebrus,1
20264,RX1010,0
20265,YellowSwerve,0
20266,f01,0
20267,w181496,0
20268,Fayt13,0
20269,th1rd3,0
20270,attihosihosi,0
20271,eritsia,1
20272,SullyJHF,0
20273,XAIF,0
20274,PinchPop,0
20275,EightNutz,0
20276,JetstreamHentai,1
20277,Raidex,1
20278,lelkaga,0
20279,eatmania,0
20280,Williams18,1
20281,echo,0
20282,TurntSNACO,1
20283,Crsquared,0
20284,vomitdog,0
20285,Tuko,0
20286,wisyuan,0
20287,cyril06,1
20288,benjerman,1
20289,PhaoBao,1
20290,rocketgauntlet,0
20291,Sander-Don,1
20292,Piggleys,0
20293,jackylam5,0
20294,knownweary,1
20295,Iltaqi,0
20296,ToastedGuy,1
20297,soulsakura,0
20298,Lutkukka,1
20299,Dongaman,1
20300,ahub,1
20301,Eden,0
20302,Ixidor,1
20303,captin1,1
20304,tetrapaq77,1
20305,wafuu〜〜,0
20306,redfox3742,0
20307,Voyager006,1
20308,Truepop,1
20309,Oxygenarian,1
20310,Kordman916,1
20311,zwts,0
20312,Stiltzkin__,0
20313,mashirorc,1
20314,Mindfang,1
20315,POKOTA,0
20316,jjcgayaman123,1
20317,Ash,0
20318,jirruru,1
20319,Revy,1
20320,ikaros-,1
20321,lefac,1
20322,thelewa,1
20323,king,0
20324,pictureloved,1
20325,kramer69,0
20326,Nardo0522,0
20327,psyborg0815,0
20328,Elzkqim,1
20329,JustMeIon,0
20330,Zekbeth,1
20331,puddi,0
20332,malibukennn,1
20333,norbostl,1
20334,xnokoto,1
20335,zxps9712,1
20336,vovao,1
20337,wbn,0
20338,lionelemp,1
20339,PomPom,1
20340,nebbii,0
20341,🥜,0
20342,d-_-b,0
20343,nxtpoke,1
20344,XeroITGpenguin,1
20345,Jaay,0
20346,bi119aTe5hXk,0
20347,jew,1
20348,Skylake93,1
20349,get$,1
20350,JosephKorso,1
20351,manparty,0
20352,cily,1
20353,Tubb,1
20354,dxultimate,0
20355,rikgend,1
20356,exampleusername,1
20357,MyonMyonPoi,1
20358,PanPan,0
20359,i_love_tim_wendel_69,0
20360,picapikari,1
20361,Wastelands,0
20362,Vezc,0
20363,Sprush,1
20364,SuspiroAtroz,1
20365,vachadavid,1
20366,XDyess,1
20367,ficion,0
20368,juju53,1
20369,Sylveon,1
20370,bitcomet,0
20371,neoadem,1
20372,MervBurger,0
20373,forte27,0
20374,LANmine,1
20375,kooparupee,0
20376,cutieinthebeanie,1
20377,CeleryMan,0
20378,plb1337,0
20379,NotACow,1
20380,Kadio,1
20381,TubaForce666,1
20382,Lifted,0
20383,JigokuShiya,1
20384,shibu,0
20385,KoNeko,0
20386,Ral,0
20387,amart565,0
20388,TwilightD,0
20389,Zunohei,1
20390,kuroshirowaku,0
20391,maidagent,1
20392,MelTd0wN,0
20393,Myst1977,0
20394,Zalkuria,0
20395,Zomz,0
20396,lizardking141,0
20397,Mr_Caboose,0
20398,Draixen,0
20399,Takino,0
20400,Skaar,0
20401,TumblinG,0
20402,yanwolf,0
20403,Kanes,0
20404,GasparL,0
20405,Ajstarks,1
20406,missing,0
20407,avaricecake,0
20408,Tina,0
20409,ram000,0
20410,Rairyu,0
20411,smartintomybeat,1
20412,frappedev,1
20413,herossuperman,0
20414,zxcsreenxz,0
20415,Duvet,1
20416,COOM,0
20417,cutecookie19,0
20418,cheseball,1
20419,Ninjabrood,0
20420,kokoax520,0
20421,xeiten,0
20422,sweetfreeze,0
20423,sinks,1
20424,water2525,1
20425,Gmzorz,0
20426,7siria,0
20427,filehard,1
20428,yurei,0
20429,Staphf,1
20430,Azzures,1
20431,HyenaKinetics,0
20432,DrMike1021,1
20433,wcx9281,0
20434,Passudesu,1
20435,Sinthoid,1
20436,Penda,0
20437,iloveNTR,1
20438,lemeza,0
20439,Shirotsu,1
20440,Icecubes,0
20441,Kshro,1
20442,rbrainbow,0
20443,mtdot,1
20444,Sinkfest,0
20445,censorshipm,0
20446,mrfin,0
20447,LeonGrey,1
20448,Dunois,0
20449,Dandy,0
20450,DrEggfrance,0
20451,Aljam,1
20452,SiCamal,0
20453,Komasa,1
20454,willxinc,0
20455,Puzzles,0
20456,Hedgey,0
20457,Foohy,0
20458,Kaji22,1
20459,DESSERTMANIA,1
20460,Pellost,0
20461,Barrachefvan,0
20462,attempt66,1
20463,hooky,0
20464,Minty,0
20465,Stefanmo,1
20466,sharemyspeed,1
20467,high26,1
20468,@rchb1$h0p,1
20469,jimmymeow159357,0
20470,OREO,1
20471,wondersauce,0
20472,QQM,0
20473,hidajiahao,1
20474,RoflerX,0
20475,marcostudios,0
20476,juralumin,1
20477,Fab,0
20478,sourlive,1
20479,YoshiFan,0
20480,Whimsy,1
20481,geldutec,0
20482,Zorbak,1
20483,Scely,0
20484,DarkBeam,1
20485,lana128,1
20486,KickSilver,0
20487,breadkun,1
20488,trinhiunce,1
20489,munchy,1
20490,MrPostman,0
20491,revels,1
20492,Benielle,1
20493,Power2All,1
20494,Swirly,1
20495,Dzzydood,1
20496,MrCarter,0
20497,viciousdelic,1
20498,Swash,0
20499,kirdy,1
20500,kirikochan,0
20501,Cataku,1
20502,BemaniFan2237,1
20503,sycosyth,0
20504,liverity,0
20505,Munchi,1
20506,Liffeh,1
20507,ryudev,1
20508,dystopiate,0
20509,Rez,1
20510,4yvak,0
20511,Chippy,0
20512,Swurr,1
20513,Yui,0
20514,Amelia,0
20515,Scarth,0
20516,Shadowfury,1
20517,Haruna,0
20518,mindthegap_,0
20519,Mirrornoir,0
20520,Halozy,1
20521,jeffybeans,1
20522,PHQUASE,0
20523,Subrosian,0
20524,cyberkevin,0
20525,kanji666,1
20526,KuraiGekkou,1
20527,theoouy,0
20528,elisxera,1
20529,revival,0
20530,samuraiukot,0
20531,Sanze,1
20532,Kamikaze,0
20533,Misato_San,0
20534,Blazaking,1
20535,rurulo,1
20536,VeritosX,1
20537,lostcm,0
20538,ions,0
20539,Tyront,1
20540,Arken_KID,0
20541,noperistic,1
20542,unhappyrefrain,0
20543,azureclover,1
20544,somedood0,0
20545,shapeless,0
20546,zmthedj2,0
20547,Crazydrift,1
20548,SuperLordosis,0
20549,Megumiku,0
20550,unholy,0
20551,Mizuko,0
20552,sixthdrop,1
20553,TripleZ,1
20554,system9,0
20555,flip096,0
20556,MNOLTH,0
20557,Hiseoh,1
20558,Flukeswarm_,0
20559,LisztJE,0
20560,PatentCester,0
20561,TripleAi,1
20562,kk7001,0
20563,KaNu,0
20564,ChronoChaser,1
20565,tastytomato,1
20566,zion0101,1
20567,keku,0
20568,Erratum,1
20569,netzoro,0
20570,Sinon,0
20571,fabianocabo,0
20572,Zastbat,0
20573,shinmike,1
20574,PrawnSkunk,0
20575,Ritz,0
20576,midge,0
20577,FixwolF,0
20578,KinRyuuXIV,1
20579,Arachid,0
20580,Dis_integrate,0
20581,minin,0
20582,Kona,0
20583,zhaomhin,1
20584,CDnX,0
20585,SKK,0
20586,echoes,1
20587,Satasanas,0
20588,SunsetRider,0
20589,wahye,0
20590,Lulucottened,1
20591,FD3S,0
20592,awaystyle,0
20593,nut02542,0
20594,mellamels,1
20595,eaterofcode,1
20596,NARI,0
20597,itsichrom,1
20598,EnigmaXVII,0
20599,Vintage,0
20600,Corgowowo,0
20601,Chungo,0
20602,ikachan,0
20603,psybeat,0
20604,Fattoxthegreat,0
20605,KURACO,1
20606,Genera_Jitters,0
20607,icebooster,0
20608,tztc13,1
20609,ASHotaku,1
20610,Lilithing,1
20611,t1t,0
20612,Aezis,1
20613,bijou,1
20614,mkshiba,0
20615,lalipo,0
20616,Kiriel,1
20617,shiranuiokami,1
20618,talala,1
20619,Vaporeon,0
20620,misofly,1
20621,Oqwert,1
20622,denreshi,1
20623,Gatorsnake,0
20624,goopy,1
20625,compass_chan,0
20626,Animefreek,1
20627,IcarusFW,0
20628,Nav,0
20629,KawaiiFriedChicken,0
20630,xNinjaKittyx,0
20631,HellGalaxy,0
20632,ikaros14,0
20633,MikuVocaloid01,0
20634,kawachiboy14,0
20635,Arazure,1
20636,Squids,1
20637,Asdfboon,0
20638,Nanahira,0
20639,Akitou,1
20640,NESS2,0
20641,sand,0
20642,digitalskullman,0
20643,bloodmoon,1
20644,zik,0
20645,qkmr534,0
20646,Nine,0
20647,Flanzaq,0
20648,reozero,1
20649,Superi,1
20650,bobbake88,1
20651,FBP413,0
20652,hypnoticmarten77,1
20653,iamedible,0
20654,syrup,1
20655,ethereal,1
20656,intermu,1
20657,NotEvenDoomMusic,1
20658,VoteJoeChin,0
20659,qzh9588,0
20660,DarkAries,0
20661,hotaru,0
20662,seankthx,0
20663,Mai,0
20664,SkorpionX16,1
20665,Blader,1
20666,Luminol,1
20667,Plastic,0
20668,mapleclover,1
20669,Zeeggnin29,1
20670,Feyted,0
20671,Leobwin,1
20672,MayukoTan,1
20673,WetBlumpkin,0
20674,natbeat,0
20675,ffl,1
20676,Jimpix,1
20677,albino,0
20678,Waywardcross,0
20679,Kenkyuusha,1
20680,SengokuGravity,1
20681,KSJH,1
20682,Metaxu,0
20683,Supertoastermg,1
20684,Advisorftw,1
20685,guro,0
20686,Fredy,1
20687,anqad,0
20688,neri0us,0
20689,TJ_247,0
20690,MrBadAxe,0
20691,jason200508,1
20692,Dubface,1
20693,daveed,0
20694,SpaceExploration,0
20695,Illyasviel,0
20696,trollfacia,1
20697,popnlove61,0
20698,Xenon,0
20699,Ozuma,0
20700,boooots,0
20701,trobfrank,1
20702,schinizer,0
20703,seratsui,1
20704,Zam,0
20705,Phovois,1
20706,verto,1
20707,xxweedwizard420,0
20708,demonjohn,0
20709,Skippy7547,0
20710,techeuro,0
20711,Limpan,0
20712,KatoBeenTeru,0
20713,Jeffito123,1
20714,Fesnandu,1
20715,cleartailcat,1
20716,schliazterra,1
20717,orange1309,1
20718,jtdlrsin,1
20719,skyetor,1
20720,ReWrite,1
20721,locutis_prime,1
20722,MasterDalK,1
20723,wolfy852,1
20724,cyclemat,1
20725,umbrelladown,1
20726,white_clear,0
20727,Arkener,1
20728,Junius,1
20729,arcnmx,0
20730,Kingw12,1
20731,nokshalees,1
20732,theowest,1
20733,innoxiusmiles,1
20734,sharpwow,0
20735,shanyan,1
20736,handbeezy,0
20737,Lungor169,1
20738,AraragiTsukihi,1
20739,glaspat,1
20740,mysticfury,1
20741,yhmjs163,1
20742,mariusrhpsd,1
20743,AevaRisis,1
20744,s4kuy4,0
20745,MikuruSaori,1
20746,Paradox,0
20747,iExploder,0
20748,tommoyang,1
20749,Squeaky,0
20750,iso,0
20751,freya271,1
20752,sa1600,1
20753,Locke,1
20754,Defluxit,1
20755,Tped,0
20756,nanobuilder,0
20757,JTiN,0
20758,Hechnicaul,0
20759,Ellipsis,1
20760,Nemu,1
20761,remnta,1
20762,Syph,0
20763,Kawawa,1
20764,takasan,0
20765,blackbart,0
20766,whyper,0
20767,Neeu,0
20768,Nehalem,1
20769,AndreasHD,1
20770,Shopkeeper,0
20771,Zamaro,0
20772,InitialK,0
20773,Lord_Farquaad,0
20774,MiraiSuenaga,0
20775,Juust,1
20776,AdvenT,0
20777,horse12789,1
20778,perkunas,0
20779,InfinitePhantasm,0
20780,GENBU,0
20781,ZXBOLI,0
20782,kneftali,1
20783,Mfsoup,1
20784,hikaminari,0
20785,Jrhapsody,1
20786,EXALE,0
20787,nubsfrlif,0
20788,qpalzm,0
20789,snipss,0
20790,lolitstrung,0
20791,Chaf,1
20792,codedestroyer,1
20793,strawbearie,1
20794,jack980517,0
20795,Ezoda,0
20796,Progres,0
20797,Baws,0
20798,FrozenVoltex,0
20799,BlueDazer,1
20800,Phantom137,0
20801,Starz0r,1
20802,SABM,0
20803,asabashoyuki,0
20804,comatoast,0
20805,kirin0929,1
20806,Dirtynut,0
20807,Kuuka,1
20808,yasubazu,0
20809,PaperPig,1
20810,Bongodo,0
20811,Stel000,1
20812,lesderid,0
20813,Destiny84562,1
20814,Kernsyresets,1
20815,Ranko,0
20816,Chazoshtare,0
20817,GRAEDD,1
20818,Aetron,0
20819,keizouu,1
20820,chatchatchat,0
20821,JackDriller,0
20822,edamame780,0
20823,standard,0
20824,SleepyDarkrai,1
20825,Exusia,0
20826,xiaolangwushuang,0
20827,Fenvalerate,0
20828,Colours,0
20829,Theu,0
20830,hiyori,0
20831,aura_burst,1
20832,Nya,0
20833,MoeYandere,1
20834,fedora,1
20835,LoliCatZ,0
20836,ibex590,1
20837,ezpzBeats,0
20838,Ninjabacca,0
20839,beginnnnn,0
20840,mirnev,1
20841,karinstyle,0
20842,Drucast,0
20843,commonsymptom,0
20844,bis3114,0
20845,saynotobemaniso,1
20846,Holika,1
20847,SteamyMash,0
20848,Yohanov,1
20849,Nenenono,0
20850,honman,0
20851,chuckbanzai,1
20852,bearsqq,0
20853,dearspk,1
20854,Cracklings,0
20855,Darjeeling,1
20856,dancingdemon,1
20857,rakenrol,1
20858,bhel,1
20859,groovy909,0
20860,BitLockSAVE,1
20861,Genius4,0
20862,seanald,0
20863,SugKuen,0
20864,OverheadKianko,1
20865,Ellorium,1
20866,claussell,1
20867,Arroz,0
20868,sakaryu,0
20869,Nazatte,0
20870,Demetori,1
20871,littledragoon,0
20872,Smug,0
20873,Pazzaz,0
20874,Pierson,1
20875,hullo8d,0
20876,Splattim,0
20877,Gore,1
20878,nnobel,1
20879,Pandy,1
20880,jermz0r,0
20881,Vormanax,1
20882,ShinZero,0
20883,Daiam,1
20884,scarlettmelody,1
20885,szcm,1
20886,GuyMcDude,0
20887,Kyhle,1
20888,Ryo,1
20889,sixpod,1
20890,greats,1
20891,cottonballs,0
20892,kidnan,1
20893,moo_ca,0
20894,sleep_country,1
20895,scyangguo,1
20896,Tifyron,0
20897,amphi,1
20898,Thryack,0
20899,HayPanda,1
20900,heavytroopa,0
20901,rename,1
20902,Simmons,0
20903,Dazzy,0
20904,jaysc,0
20905,burum00n,0
20906,Elah_,0
20907,paradigm_happiness,1
20908,casseid,0
20909,ch3ck,0
20910,Lukah,1
20911,ZhaBao,0
20912,caerulius,1
20913,bjw,1
20914,lamhoyin,1
20915,Rarzzz,1
20916,ParanoiaBoi,1
20917,woosh,1
20918,acelegends,1
20919,MatrixMarioX,1
20920,might0721,0
20921,might_num,0
20922,Sif,1
20923,Trogdor,0
20924,z1mb0bw4y,1
20925,MyriadDawn,1
20926,Cookie90,1
20927,FacelessVoid,0
20928,BossCrab,1
20929,MINAKO,1
20930,LimitlessConcrete,0
20931,Topl3x,0
20932,x_goro_x,1
20933,Mauserek,1
20934,ub3rchu,0
20935,Grassgrow,1
20936,waifumachines,0
20937,drcheese,1
20938,LolTomoka,1
20939,dimensionpi,0
20940,Coastercrazy,1
20941,Briadark,0
20942,CLRC,1
20943,badave,1
20944,stompysan,0
20945,Pastapiggy,0
20946,BloatedHobo,0
20947,choimillia,1
20948,constcast,0
20949,pebiee,0
20950,stopolax,0
20951,dizzyziddy,0
20952,Shintaro,1
20953,CharlisMadCut,1
20954,Svittles,1
20955,Sirrus,0
20956,Razielin,1
20957,icecreamoracle,0
20958,samplehunter,0
20959,patchoulol,1
20960,xyz,1
20961,csn10854,0
20962,Waifu,1
20963,Nagsor,1
20964,DVogan11,1
20965,AkibaRed,0
20966,Kardet,1
20967,Lestiza,1
20968,tgtg88,1
20969,serathox,0
20970,Rutger,0
20971,thymetal,0
20972,Syampuuh,0
20973,MikeTavish,1
20974,aboutseven,0
20975,Akeyro,0
20976,rurucis07,0
20977,diegoywea,1
20978,MkidTrigun,0
20979,Invis,1
20980,Liverslapper,0
20981,Msoned,0
20982,TheFallen,1
20983,Wingler,0
20984,sammargh,0
20985,him6786,1
20986,iceb0x,0
20987,Yeezus,0
20988,Sorakunbaka,1
20989,NotoSans,0
20990,tzamen,0
20991,Kitera,1
20992,Chocolat,0
20993,kev_aROS,1
20995,Hyucillo,0
20996,spoonerism,0
20997,pi2squared,0
20998,Lyxander,0
20999,hotfinwax,0
21000,Y2K,0
21001,Raitz,1
21002,RainHeaven,0
21003,darkpheonix,0
21004,Zellu,0
21005,Jooki,1
21006,monotonous,1
21007,sweetmisery,0
21008,felysu,0
21009,Ousama,1
21010,victorRyanBemani,1
21011,rapvxsa,0
21012,adrianaw,1
21013,Adamqs,0
21014,arikantor,1
21015,liegeinbox,0
21016,game2222,0
21017,Pizz,0
21018,erlinadewi,0
21019,AlexVL,1
21020,MagikarpLv8,0
21021,jehosaphat,1
21022,ExpandBanana,0
21023,Korokoro,0
21024,blink,0
21025,Mikanbox,0
21026,afro94,0
21027,conductor,0
21028,whitebread,0
21029,qwertxzy,0
21030,Tsukiz,0
21031,Nanashi,0
21032,Femto,0
21033,chavid,0
21034,yutanpiu,1
21035,vgmk48591042,1
21036,Tsugumi,0
21037,kiran2b,0
21038,xplder,0
21039,resortshonen,0
21040,Masao-kun,1
21041,littlealone100,1
21042,aleksi,0
21043,karen9029,0
21044,Dragner,1
21045,shihboi,1
21046,lizard_-_king,0
21047,Deled,0
21048,Zephie,0
21049,piwle,0
21050,xfartblaster69x,0
21051,pandoraXhunter,0
21052,Zyxzap,0
21053,Netro,0
21054,nett0,0
21055,dawgun,1
21056,Nautiluscl,0
21057,Gyuunyu,1
21058,LABcrab,0
21059,rezbit,0
21060,ImRandom,0
21061,CILNO,1
21062,feelthepower,1
21063,Lyrhe,0
21064,Peperone,1
21065,Zankes,0
21066,KoumeShirasaka,0
21067,Lindwurm,0
21068,lanoke,1
21069,r336215,0
21070,ARiA,0
21071,dt415,1
21072,Dezter,0
21073,Hakkin,0
21074,Turret,0
21075,Fritzzin,1
21076,kayuni,0
21077,techbot,1
21078,fundando,1
21079,ThePaleOracle,1
21080,rob1nn,1
21081,electromuis,0
21082,Gerlo,0
21083,crelrn,1
21084,StarBlaze,1
21085,jTiza,0
21086,ky666,1
21087,Fizz,1
21088,honeyhell,1
21089,taku,1
21090,derivativetaste,0
21091,TrackMaD,1
21092,riryto,1
21093,OG-san,1
21094,SpecialEQ,0
21095,Teipu,1
21096,NeighborSeal,1
21097,pamyurin,0
21098,ilikebeanpaste,0
21099,Tomo=^.^=,1
21100,ZanWolf,0
21101,sticks,0
21102,yodwar,0
21103,xyblobe,0
21104,Xuu,0
21105,TedDemor,1
21106,ixplode,1
21107,PasokonGal,0
21108,kreg,0
21109,odile,1
21110,peterseo87,1
21111,LakerolPriest,0
21112,Elakhet,1
21113,avalon_n,0
21114,cosmodrive,0
21115,pokemon9526,1
21116,Geometry019,0
21117,777crycrycry,1
21118,ninjalink,1
21119,AtroPinE,1
21120,Ruchan,0
21121,kappn,1
21122,keyyek,0
21123,NKC48,0
21124,tasuketeyo56,0
21125,plkqsd,0
21126,Ookazi,1
21127,Stythe,0
21128,RenardIIDX,0
21129,raid_adm,1
21130,Nyazgriz,1
21131,hideyoshi114514,1
21132,ReplayTyHeretic,1
21133,miko,0
21134,Shigeshi,0
21135,mrsoup,1
21136,Bombz0101,1
21137,bananalamp,1
21138,Miket37,1
21139,GunfighterJ,0
21140,TrutVonHahn,1
21141,AiNanasaki,1
21142,shi4920115,0
21143,Makky,0
21144,YandereKaren,1
21145,deathray50,0
21146,Sylent,1
21147,strikestarcraft,1
21148,panyanpickle,1
21149,ddrgtr,0
21150,Flux,0
21151,xxc102235,1
21152,pikagrue,0
21153,coolmod,1
21154,ArtShadow,1
21155,CraX,0
21156,FutureSamSam,0
21157,kagamimimi,0
21158,YukinoMoe,0
21159,ShyePanda,1
21160,slug,0
21161,glaugan,1
21162,DVicknabb,1
21163,Erina,0
21164,SnipesDono,1
21165,JOE.,0
21166,Oxia,1
21167,Thumbsy,0
21168,Oreoh,0
21169,Tehcatninja,1
21170,IgnitedFlame,0
21171,zorbsweepstakes,1
21172,Vinland,1
21173,JGM,0
21174,Confire,1
21175,aceCaptainSlow,0
21176,mechazawa,1
21177,GhastEducation,1
